customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag
7951-VRDVK,Female,f,f,f,36,t,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Bank transfer (automatic),85.85,3003.55,f
5931-FLJJF,Male,t,t,f,7,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Mailed check,70.10,467.55,t
4815-YOSUK,Male,f,t,t,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),104.90,7537.50,f
2659-VXMWZ,Male,f,t,t,67,t,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,111.30,7482.10,t
0380-NEAVX,Male,t,f,f,34,t,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,99.85,3343.15,f
3207-OYBWH,Male,t,t,f,57,t,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,t,Bank transfer (automatic),95.25,5427.05,t
4285-GYRQC,Female,f,t,f,7,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,86.25,587.10,t
7216-EWTRS,Female,t,t,f,1,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,100.80,100.80,t
4365-MSDYN,Male,f,t,f,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),19.55,161.15,f
7036-TYDEC,Female,f,f,f,69,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,f,Electronic check,104.00,7028.50,f
5802-ADBRC,Female,f,t,f,50,t,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,t,Mailed check,104.40,5232.90,f
8076-FEZKJ,Male,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.50,225.85,f
5197-YPYBZ,Female,f,t,t,12,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),25.25,274.70,f
8337-MSSXB,Female,f,f,f,14,t,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,86.30,1180.95,t
4312-GVYNH,Female,f,t,f,70,f,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,t,Bank transfer (automatic),49.85,3370.20,f
8495-LJDFO,Female,t,f,f,64,t,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),108.95,7111.30,f
0839-JTCUD,Female,f,t,t,66,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),89.90,5958.85,f
5494-WOZRZ,Female,f,t,t,71,t,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),82.00,5999.85,f
1302-UHBDD,Male,t,f,f,20,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,89.95,1648.45,f
2234-EOFPT,Male,f,t,f,72,t,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),79.35,5753.25,f
8619-IJNDK,Female,f,t,t,71,t,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,f,Credit card (automatic),64.05,4492.90,f
8378-LKJAF,Male,f,t,t,38,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),101.15,3956.70,f
8182-BJDSI,Female,f,f,f,28,t,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,89.95,2625.55,t
2528-HFYZX,Male,t,t,f,17,t,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,76.45,1233.40,t
1153-GNOLC,Male,f,f,f,33,f,No phone service,DSL,No,Yes,No,No,Yes,No,One year,t,Electronic check,39.10,1309.00,f
3298-QEICA,Female,f,t,t,23,f,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,f,Mailed check,34.60,813.45,f
0788-DXBFY,Male,f,t,t,58,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Electronic check,19.55,1108.80,f
3597-YASZG,Female,t,t,f,70,t,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),104.45,7349.35,f
3496-LFSZU,Male,f,t,f,4,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.50,294.20,f
5242-UOWHD,Male,f,t,t,45,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.35,929.20,f
2482-CZGBB,Male,f,f,f,10,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.00,740.00,t
6479-SZPLM,Male,f,t,t,36,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.45,754.50,f
8097-VBQTZ,Male,f,f,f,54,t,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,t,Mailed check,69.90,3883.30,f
4500-HKANN,Male,f,t,t,23,t,Yes,DSL,No,Yes,No,Yes,No,No,Two year,f,Mailed check,59.70,1414.20,f
9917-KWRBE,Female,f,t,t,41,t,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,t,Credit card (automatic),78.35,3211.20,f
3420-ZDBMA,Male,t,f,f,5,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Mailed check,71.45,371.60,f
2212-LYASK,Male,f,t,t,27,f,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,t,Credit card (automatic),45.85,1246.40,f
1393-IMKZG,Female,f,f,f,1,t,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,95.85,95.85,f
8069-RHUXK,Female,f,t,t,67,f,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,f,Credit card (automatic),35.70,2545.70,f
3398-GCPMU,Female,t,t,t,72,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),89.55,6448.85,f
2908-WGAXL,Female,f,t,t,56,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),24.95,1468.90,f
3378-AJRAO,Male,f,t,t,44,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,24.85,1013.60,f
1013-QCWAM,Female,t,t,f,66,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.80,6690.75,f
0866-QLSIR,Female,f,f,f,34,t,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,t,Mailed check,64.40,2088.75,t
6050-FFXES,Female,f,t,f,69,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),105.35,7240.65,f
7181-BQYBV,Female,f,t,t,1,t,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,102.45,102.45,t
0362-RAOQO,Female,f,f,f,40,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.65,830.25,f
9554-DFKIC,Male,f,t,t,30,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.45,1588.70,f
5527-ACHSO,Female,f,f,f,11,t,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,f,Mailed check,70.50,829.30,f
0829-DDVLK,Female,f,f,f,15,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.10,302.45,f
1399-UBQIU,Male,f,f,f,11,t,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,69.35,712.25,f
1813-JLKWR,Female,f,t,t,64,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),19.80,1336.65,f
0336-PIKEI,Male,t,t,f,72,t,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Bank transfer (automatic),74.40,5360.75,f
7322-OCWHC,Male,t,t,f,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),93.05,6735.05,f
9537-VHDTA,Female,f,f,t,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,51.20,51.20,f
4957-TIALW,Female,f,f,t,15,t,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,f,Credit card (automatic),65.60,1010.00,f
2054-PJOCK,Female,f,f,f,60,t,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),80.55,4847.05,f
9150-HEPMB,Male,f,f,f,56,t,No,DSL,Yes,No,Yes,No,No,No,One year,f,Mailed check,52.70,3019.70,f
9030-QGZNL,Female,f,f,f,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.85,161.65,f
6204-IEUXJ,Female,f,f,f,3,t,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,f,Credit card (automatic),80.10,217.55,t
3126-WQMGH,Female,f,t,f,49,t,Yes,DSL,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),52.15,2583.75,f
4529-CKBCL,Female,f,f,f,2,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,80.20,146.05,t
2506-CLAKW,Female,f,f,f,6,t,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),98.15,567.45,t
7176-WRTNX,Male,f,f,f,70,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),114.95,7711.25,f
1583-IHQZE,Male,f,f,f,12,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,t,Mailed check,112.95,1384.75,t
5732-IKGQH,Male,t,t,f,52,t,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,t,Bank transfer (automatic),104.45,5481.25,f
9239-GZHZE,Female,f,t,f,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),113.65,8124.20,f
7205-BAIAD,Female,f,f,f,40,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.60,827.30,f
0151-ONTOV,Female,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Mailed check,70.90,70.90,t
4140-MUHUG,Female,t,f,f,3,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,86.85,220.95,t
0093-EXYQL,Female,t,f,f,40,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,91.55,3673.60,f
8064-RAVOH,Male,f,f,t,1,t,No,DSL,No,No,Yes,No,No,No,Month-to-month,t,Electronic check,49.85,49.85,f
0219-QAERP,Male,f,t,f,30,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),19.80,576.65,f
0320-JDNQG,Male,f,t,t,23,t,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,99.85,2331.30,t
7180-PISOG,Male,f,t,t,1,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.50,74.50,t
9168-INPSZ,Female,t,t,f,44,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,f,Electronic check,104.15,4495.65,f
3571-RFHAR,Male,f,f,f,65,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,109.15,6941.20,t
0015-UOCOJ,Female,t,f,f,7,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,48.20,340.35,f
5334-AFQJB,Male,t,f,f,72,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),25.10,1789.90,f
2754-SDJRD,Female,t,f,f,8,t,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),100.15,908.55,f
9578-VRMNM,Female,f,f,f,16,t,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,t,Credit card (automatic),65.20,1043.35,t
1587-FKLZB,Male,t,t,t,66,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),99.50,6822.15,t
6140-QNRQQ,Male,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Mailed check,71.55,71.55,t
8963-JLGJT,Male,f,f,t,3,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Mailed check,55.90,157.55,f
4307-KTUMW,Male,f,t,f,53,t,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,f,Electronic check,93.90,5029.20,t
1465-LNTLJ,Male,t,t,f,8,t,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,t,Credit card (automatic),64.40,581.70,f
5440-FLBQG,Male,t,t,f,69,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),108.40,7318.20,t
2135-DQWAQ,Female,f,f,f,5,t,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,t,Mailed check,85.30,420.45,f
4056-QHXHZ,Female,f,t,t,72,t,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Mailed check,107.45,7576.70,f
7470-MCQTK,Female,f,t,f,13,f,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),48.75,633.40,t
7488-MXJIV,Female,f,f,f,4,t,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,85.65,321.65,t
7401-JIXNM,Female,f,t,t,54,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),91.30,4965.00,f
9339-FIIJL,Male,f,t,f,72,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),85.95,6151.90,f
2027-FECZV,Male,f,f,f,12,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,106.70,1253.90,t
2672-DZUOY,Male,f,f,f,1,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,25.15,25.15,t
4706-DGAHW,Male,t,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Electronic check,45.20,45.20,f
3870-MQAMG,Female,f,t,f,54,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,f,Electronic check,110.35,5893.15,t
6670-MFRPK,Male,f,t,t,69,t,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,t,Credit card (automatic),79.20,5420.65,f
6177-PEVRA,Female,f,f,f,48,t,No,DSL,Yes,Yes,No,No,No,No,Two year,f,Credit card (automatic),55.50,2627.35,f
4800-CZMPC,Female,f,t,t,48,t,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,t,Credit card (automatic),103.25,5037.55,t
4813-HQMGZ,Female,f,t,f,8,t,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,t,Electronic check,90.25,743.75,f
7579-KKLOE,Male,f,t,t,71,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Mailed check,91.25,6589.60,f
7377-DMMRI,Male,f,f,f,2,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,47.80,92.45,t
8402-EIVQS,Male,f,t,f,67,t,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,t,Credit card (automatic),100.90,6733.15,f
4947-DSMXK,Male,f,t,t,34,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),97.70,3410.00,f
7245-NIIWQ,Female,f,f,f,3,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.85,199.85,f
0002-ORFBO,Female,f,t,t,9,t,No,DSL,No,Yes,No,Yes,Yes,No,One year,t,Mailed check,65.60,593.30,f
3324-OIRTO,Male,f,t,t,71,t,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,t,Bank transfer (automatic),104.65,7288.40,f
5414-OFQCB,Male,f,f,f,57,t,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,t,Credit card (automatic),90.45,5229.80,f
4967-WPNCF,Male,f,f,f,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),63.70,4464.80,f
8552-OBVRU,Female,t,t,t,48,t,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,104.50,5068.05,f
8499-BRXTD,Male,f,f,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,401.85,f
9154-QDGTH,Male,f,t,t,43,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),104.30,4451.85,f
8197-BFWVU,Female,f,t,t,72,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),93.25,6688.95,f
2577-GVSIL,Male,f,t,t,35,t,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,t,Bank transfer (automatic),73.45,2661.10,f
9367-OIUXP,Male,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.70,73.05,f
6770-UAYGJ,Female,f,t,t,49,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,25.25,1211.65,f
6463-HHXJR,Female,f,t,t,71,t,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,f,Bank transfer (automatic),100.50,7030.65,f
7928-VJYAB,Male,f,t,t,11,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,90.60,1020.20,f
1187-WILMM,Male,f,t,t,63,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),89.40,5597.65,f
9776-OJUZI,Female,t,f,f,65,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,t,Bank transfer (automatic),95.45,6223.30,f
1306-RPWXZ,Female,f,f,t,49,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.45,1024.65,f
8949-JTMAY,Female,f,f,f,29,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),98.60,2933.20,t
2774-LVQUS,Female,t,t,f,15,t,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,83.05,1258.30,t
3097-PYWXL,Female,f,t,t,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,19.95,82.90,f
2266-SJNAT,Female,f,t,f,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),109.15,7789.60,f
0869-PAPRP,Female,t,t,f,26,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,t,Credit card (automatic),85.70,2067.00,f
4238-JSSWH,Female,t,t,f,35,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,f,Bank transfer (automatic),102.05,3452.55,f
2972-YDYUW,Female,f,f,f,57,t,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,f,Electronic check,94.70,5468.95,f
1104-FEJAM,Male,f,t,t,28,t,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,f,Electronic check,64.40,1802.15,f
2809-ILCYT,Female,f,t,f,25,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,26.80,733.55,f
5499-ECUTN,Female,f,t,f,47,t,No,DSL,Yes,No,Yes,No,Yes,No,One year,t,Credit card (automatic),66.05,3021.45,f
4981-FLTMF,Female,f,t,t,57,t,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),65.20,3687.85,f
9121-PHQSR,Male,t,t,f,16,t,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),85.05,1391.15,f
3113-IWHLC,Male,f,f,f,5,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,t,Mailed check,55.80,274.35,f
3211-ILJTT,Male,f,t,f,17,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),70.40,1214.05,t
4612-THJBS,Female,t,f,f,56,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,t,Bank transfer (automatic),104.75,5510.65,t
4277-BWBML,Male,f,t,t,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),19.95,1322.85,f
4094-NSEDU,Female,t,f,f,21,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.25,1973.75,t
0234-TEVTT,Female,f,t,t,48,f,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,f,Credit card (automatic),45.00,2196.30,f
4304-TSPVK,Female,f,t,f,68,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),114.90,7843.55,f
1552-AAGRX,Female,f,f,f,30,t,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,f,Bank transfer (automatic),106.40,3211.90,f
2637-FKFSY,Female,f,t,f,3,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Mailed check,46.10,130.15,f
9796-MVYXX,Female,t,f,f,14,f,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,f,Mailed check,39.70,692.35,f
7874-ECPQJ,Female,f,f,t,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.05,85.50,f
0020-INWCK,Female,f,t,t,71,t,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,t,Credit card (automatic),95.75,6849.40,f
7089-RKVSZ,Male,f,t,t,8,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,24.40,203.95,f
2683-JXWQQ,Male,f,t,t,61,f,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Bank transfer (automatic),33.60,2117.20,f
9548-ZMVTX,Male,f,t,t,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),90.45,6565.85,f
8739-XNIKG,Female,f,f,f,5,t,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,84.00,424.75,f
9755-JHNMN,Female,f,f,f,49,t,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),67.40,3306.85,f
3981-QSVQI,Male,f,f,f,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),19.70,168.90,f
2789-HQBOU,Male,f,f,f,3,t,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,80.35,253.80,f
9424-CMPOG,Male,f,t,t,9,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,19.60,197.40,f
5067-WJEUN,Male,f,t,t,67,t,No,DSL,Yes,Yes,No,No,No,No,Two year,t,Bank transfer (automatic),54.20,3838.20,f
3450-WXOAT,Male,f,f,f,46,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),45.20,2065.15,f
9251-WNSOD,Female,f,t,f,67,t,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,f,Mailed check,75.10,5064.45,f
6974-DAFLI,Female,f,t,f,55,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,19.70,1140.05,f
2616-UUTFK,Male,f,t,f,33,t,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,t,Bank transfer (automatic),72.75,2447.45,f
7064-JHXCE,Male,f,t,t,62,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,1263.90,f
5103-MHMHY,Female,f,f,t,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.95,45.95,t
7989-AWGEH,Male,f,t,t,49,f,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,t,Electronic check,39.20,1838.15,f
4373-VVHQL,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.75,44.75,f
4559-UWIHT,Male,f,t,f,14,t,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,82.65,1185.00,f
7268-IGMFD,Male,t,f,f,18,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,f,Bank transfer (automatic),93.90,1743.90,f
1846-XWOQN,Female,t,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.15,70.15,t
0235-KGSLC,Female,f,f,f,1,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,t,Credit card (automatic),85.55,85.55,t
6650-BWFRT,Female,f,t,f,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),117.15,8529.50,f
9570-KYEUA,Male,f,f,f,64,t,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,f,Credit card (automatic),99.25,6549.45,f
6993-YGFJV,Male,f,t,f,69,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),112.55,7806.50,f
2712-SYWAY,Female,f,f,f,1,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,25.70,25.70,f
0730-BGQGF,Male,f,t,t,71,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),90.30,6287.30,f
5498-IBWPI,Female,f,t,t,66,t,No,DSL,No,No,No,Yes,No,No,One year,t,Credit card (automatic),49.40,3251.85,f
9101-NTIXF,Male,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.40,50.60,f
0013-SMEOE,Female,t,t,f,71,t,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),109.70,7904.25,f
9314-QDMDW,Male,f,f,f,11,t,No,DSL,No,Yes,No,No,Yes,No,One year,t,Electronic check,61.25,729.95,f
9308-ANMVE,Male,f,f,t,47,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Electronic check,55.30,2654.05,f
2884-GBPFB,Female,f,t,f,35,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.30,2416.55,t
3757-NJYBX,Male,t,t,f,32,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Bank transfer (automatic),106.35,3520.75,t
3413-DHLPB,Male,f,t,t,60,t,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),103.75,5969.95,f
7649-PHJVR,Male,f,f,f,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.50,226.80,f
6114-TCFID,Female,f,f,f,29,f,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,f,Credit card (automatic),39.50,1082.75,f
