customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag,charge_decile,tenure_bucket
5310-NOOVA,Male,f,f,f,46,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Electronic check,19.95,907.05,f,1,25-48
6377-KSLXC,Male,f,f,f,5,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.95,107.05,f,1,01-06
1796-JANOW,Female,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.95,38.15,f,1,01-06
4694-PHWFW,Female,f,f,t,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.95,170.90,f,1,07-12
1764-VUUMT,Male,f,f,t,66,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.95,1269.10,f,1,49+
4895-TMWIR,Male,t,t,f,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.95,214.75,t,1,07-12
8232-UTFOZ,Male,f,f,f,69,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.95,1399.35,f,1,49+
4716-MRVEN,Female,f,f,f,29,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.00,599.30,f,1,25-48
4079-ULGFR,Male,f,f,f,16,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,275.70,f,1,13-24
9800-OUIGR,Male,f,t,t,66,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.00,1374.20,f,1,49+
8439-LTUGF,Male,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),20.00,198.60,f,1,07-12
2017-CCBLH,Female,f,f,f,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,141.60,f,1,07-12
1401-FTHFQ,Male,f,t,t,23,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Credit card (automatic),20.00,445.30,f,1,13-24
4323-ELYYB,Male,f,t,t,13,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.00,218.55,f,1,13-24
3556-BVQGL,Female,f,t,f,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,20.00,416.45,f,1,13-24
4877-EVATK,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,20.00,t,1,01-06
3807-XHCJH,Female,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.00,20.00,f,1,01-06
7047-YXDMZ,Male,f,f,f,21,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,417.70,f,1,13-24
5688-KZTSN,Male,f,t,t,15,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,20.00,288.05,t,1,13-24
3097-FQTVJ,Female,f,f,f,41,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,810.30,f,1,25-48
4955-VCWBI,Female,f,t,t,43,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.00,817.95,f,1,25-48
3011-WQKSZ,Male,f,f,t,19,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,20.00,377.55,f,1,13-24
7277-KAMWT,Male,f,f,f,13,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.00,268.45,f,1,13-24
0380-ZCSBI,Male,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.00,198.70,f,1,07-12
9700-ZCLOT,Male,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,32.70,f,1,01-06
4237-CLSMM,Male,f,t,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,38.00,f,1,01-06
8215-NGSPE,Female,f,t,t,42,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,833.55,f,1,25-48
1552-CZCLL,Female,f,t,t,55,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.00,1087.25,f,1,49+
8084-OIVBS,Female,f,f,f,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.00,211.95,f,1,07-12
9824-QCJPK,Male,f,t,f,36,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.00,666.75,f,1,25-48
6734-CKRSM,Female,f,f,f,3,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,63.60,f,1,01-06
6972-SNKKW,Female,f,f,f,6,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,109.20,f,1,01-06
4860-YZGZM,Male,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.00,185.40,f,1,07-12
2208-MPXIO,Female,f,t,t,45,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.00,886.40,f,1,25-48
0967-BMLBD,Female,f,t,t,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,20.00,196.35,f,1,07-12
7698-YFGEZ,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.00,20.00,f,1,01-06
1009-IRMNA,Female,f,f,f,7,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.00,137.60,t,1,07-12
9507-HSMMZ,Male,f,f,f,54,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,1149.65,f,1,49+
6621-NRZAK,Female,f,t,t,63,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.00,1209.25,f,1,49+
2520-SGTTA,Female,f,t,t,0,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,,f,1,0
3454-JFUBC,Male,t,f,f,68,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),20.00,1396.00,f,1,49+
9251-AWQGT,Female,f,t,t,48,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,935.90,f,1,25-48
4709-LKHYG,Female,f,t,t,29,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,20.00,540.05,f,1,25-48
9585-KKMFD,Male,f,t,t,41,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,20.00,879.80,f,1,25-48
7808-DVWEP,Male,f,t,f,3,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.00,49.65,f,1,01-06
2393-DIVAI,Female,f,f,f,3,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.00,61.70,f,1,01-06
0847-HGRML,Male,f,f,t,62,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.00,1250.10,f,1,49+
4986-MXSFP,Female,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.00,40.90,f,1,01-06
4712-UYOOI,Female,f,t,t,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.00,417.65,f,1,13-24
1269-FOYWN,Male,f,t,t,44,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.00,860.85,f,1,25-48
2159-TURXX,Male,f,f,f,5,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.05,95.55,f,1,01-06
1349-WXNGG,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.05,20.05,t,1,01-06
2068-WWXQZ,Male,f,f,f,46,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.05,902.00,f,1,25-48
8902-ZEOVF,Male,f,t,t,47,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.05,951.55,f,1,25-48
4661-NJEUX,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.05,20.05,f,1,01-06
4359-INNWN,Female,f,f,f,17,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.05,337.90,f,1,13-24
5028-HTLJB,Male,t,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,t,1,01-06
2682-KEVRP,Female,t,f,f,22,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,20.05,417.00,f,1,13-24
8540-ZQGEA,Female,f,t,f,54,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,1102.40,f,1,49+
6147-CBCRA,Female,f,t,f,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,669.45,f,1,25-48
5848-FHRFC,Female,f,f,f,68,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.05,1386.90,f,1,49+
0871-OPBXW,Female,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.05,39.25,f,1,01-06
7542-CYDDM,Male,f,f,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,358.50,f,1,13-24
8387-UGUSU,Female,f,t,t,15,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,284.30,f,1,13-24
6725-TPKJO,Male,f,f,f,44,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.05,845.25,f,1,25-48
1855-CFULU,Female,t,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,91.45,f,1,01-06
9442-JTWDL,Female,f,f,f,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.05,237.70,f,1,07-12
3239-TPHPZ,Female,f,t,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Electronic check,20.05,264.55,f,1,07-12
9962-BFPDU,Female,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,f,1,01-06
0357-NVCRI,Female,f,f,t,25,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.05,471.70,f,1,25-48
1167-OYZJF,Female,t,t,f,67,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.05,1263.05,f,1,49+
5849-ASHZJ,Male,f,f,t,27,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.05,552.90,f,1,25-48
1383-EZRWL,Female,f,f,f,7,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,164.85,t,1,07-12
8317-BVKSO,Male,f,f,f,14,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,20.05,299.30,f,1,13-24
7463-IFMQU,Female,f,t,f,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.05,1423.65,f,1,49+
5380-XPJNZ,Female,f,f,f,38,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.05,678.20,f,1,25-48
8129-GMVGI,Female,f,t,t,56,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.05,1090.10,f,1,49+
0188-GWFLE,Male,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,33.70,f,1,01-06
0301-KOBTQ,Male,f,f,f,32,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.05,614.45,f,1,25-48
6139-ZZRBQ,Male,t,f,f,64,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.05,1198.05,f,1,49+
2717-HVIZY,Female,f,f,t,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,163.60,f,1,07-12
2333-KWEWW,Male,f,f,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,388.60,f,1,13-24
0859-YGKFW,Male,f,t,t,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.05,345.90,f,1,13-24
2164-SOQXL,Female,f,t,t,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,406.05,f,1,13-24
6100-FJZDG,Male,f,t,t,26,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Bank transfer (automatic),20.05,505.90,f,1,25-48
1403-GYAFU,Male,f,t,t,70,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,1360.25,f,1,49+
9867-NNXLC,Female,f,f,f,22,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.05,470.20,f,1,13-24
4785-NKHCX,Male,t,f,f,5,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.05,94.15,f,1,01-06
7634-HLQJR,Female,f,t,t,47,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,1016.70,f,1,25-48
7531-GQHME,Male,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.05,265.45,f,1,07-12
5876-QMYLD,Female,f,t,t,23,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.05,415.10,f,1,13-24
7096-UCLNH,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,f,1,01-06
2300-RQGOI,Female,f,f,f,38,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.05,741.50,f,1,25-48
7064-JHXCE,Male,f,t,t,62,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,1263.90,f,1,49+
6551-VLJMV,Male,f,t,f,34,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.05,679.00,f,1,25-48
0442-TDYUO,Male,f,t,f,48,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,20.05,1036.00,f,1,25-48
3030-ZKIWL,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,f,1,01-06
4291-YZODP,Female,f,f,t,7,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.05,96.80,f,1,07-12
1336-EZFZY,Female,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,83.30,f,1,01-06
3407-QGWLG,Male,f,f,t,3,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.05,75.45,f,2,01-06
8749-CLJXC,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,f,2,01-06
7874-ECPQJ,Female,f,f,t,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.05,85.50,f,2,01-06
3635-QQRQD,Male,f,f,f,62,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),20.05,1201.65,f,2,49+
1757-TCATG,Male,f,t,t,35,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.05,746.75,f,2,25-48
7094-MSZAO,Male,f,t,t,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),20.05,218.50,f,2,07-12
2812-SFXMJ,Male,f,f,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,f,2,01-06
1223-UNPKS,Male,f,t,t,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.05,400.00,f,2,13-24
5919-VCZYM,Male,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,42.70,f,2,01-06
5993-BQHEA,Male,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.05,267.00,f,2,07-12
7632-YUTXB,Female,f,t,t,25,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.05,520.10,f,2,25-48
2812-REYAT,Female,f,t,f,49,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Bank transfer (automatic),20.05,923.10,f,2,49+
4616-EWBNJ,Female,f,f,f,16,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.10,318.60,f,2,13-24
0508-SQWPL,Female,f,t,t,57,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.10,1087.70,f,2,49+
2228-BZDEE,Female,f,f,f,54,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,1079.45,f,2,49+
7777-UNYHB,Female,f,t,t,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),20.10,232.40,f,2,07-12
8006-PYCSW,Female,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.10,39.80,f,2,01-06
5474-LAMUQ,Male,f,t,f,24,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,533.90,f,2,13-24
8752-IMQOS,Male,f,t,t,5,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,85.10,f,2,01-06
1000-AJSLD,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.10,20.10,t,2,01-06
5845-BZZIB,Male,f,t,t,35,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,655.30,f,2,25-48
1952-DVVSW,Female,f,t,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,184.40,f,2,07-12
0902-RFHOF,Male,f,f,f,38,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,730.10,f,2,25-48
4821-WQOYN,Female,f,t,t,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),20.10,1326.25,f,2,49+
1934-MKPXS,Male,f,t,t,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.10,620.55,f,2,25-48
2387-KDZQY,Male,f,f,f,17,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,20.10,279.50,f,2,13-24
9483-GCPWE,Male,f,f,t,9,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,190.25,f,2,07-12
1240-KNSEZ,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.10,20.10,t,2,01-06
2587-YNLES,Female,f,t,t,6,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,100.35,f,2,01-06
3243-ZHOHY,Female,f,f,f,16,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,296.15,f,2,13-24
5296-BFCYD,Male,f,t,t,46,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,20.10,936.85,f,2,25-48
7328-OWMOM,Female,f,f,t,31,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.10,589.25,f,2,25-48
0829-DDVLK,Female,f,f,f,15,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),20.10,302.45,f,2,13-24
8499-BRXTD,Male,f,f,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,401.85,f,2,13-24
9257-AZMTZ,Female,f,t,t,52,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.10,1078.75,f,2,49+
1133-KXCGE,Female,f,f,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,407.05,f,2,13-24
5627-TVBPP,Female,f,f,t,35,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Credit card (automatic),20.10,644.50,f,2,25-48
1776-SPBWV,Female,f,t,t,34,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Bank transfer (automatic),20.10,682.10,f,2,25-48
2150-OEGBV,Male,f,f,f,27,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.10,562.60,f,2,25-48
7017-VFULY,Female,f,t,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.10,43.15,f,2,01-06
7267-FRMJW,Female,f,t,t,25,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,486.05,f,2,25-48
1328-EUZHC,Female,f,t,f,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,370.50,f,2,13-24
6861-OKBCE,Female,f,f,t,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),20.10,221.35,t,2,07-12
9367-TCUYN,Female,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.10,223.60,f,2,07-12
3769-MHZNV,Female,f,t,t,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.10,670.35,f,2,25-48
1403-LKLIK,Female,f,t,t,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.10,579.40,f,2,25-48
0464-WJTKO,Female,f,t,t,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.10,1460.85,f,2,49+
0264-CNITK,Female,f,t,t,71,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.10,1389.60,f,2,49+
3148-BLQJT,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.10,20.10,t,2,01-06
5902-WBLSE,Female,f,t,t,70,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),20.15,1411.20,f,2,49+
4735-BJKOU,Female,f,f,f,40,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.15,804.85,f,2,25-48
9710-NJERN,Female,f,f,f,39,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.15,826.00,f,2,25-48
7787-BNTZM,Male,f,f,f,6,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Bank transfer (automatic),20.15,130.50,f,2,01-06
7673-BQGKU,Female,f,t,t,69,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.15,1337.50,f,2,49+
0516-VRYBW,Female,f,f,t,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.15,390.85,t,2,13-24
0318-ZOPWS,Female,f,t,f,49,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),20.15,973.35,f,2,49+
4781-ZXYGU,Male,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.15,20.15,f,2,01-06
3778-FOAQW,Female,f,t,f,24,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.15,456.85,f,2,13-24
5519-TEEUH,Male,f,f,t,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,20.15,682.15,f,2,25-48
5505-OVWQW,Female,f,f,f,17,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.15,353.65,f,2,13-24
4361-FEBGN,Male,f,f,f,48,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.15,982.95,f,2,25-48
